"M-0427","biombo","","Séc. XIX","China","Madeira lacada e policromada com baixo-relevos.","a: 196,2 x 41 x 1,8cm /b: 196 x 40,8 x 1,9cm /c: 196, 3 x 40,7 x 1,8cm /d: 195,8 x 40,5 x 1,9cme: 196,1 x 40,2 x 1,8cm /f: 195,3 x 40,6 x 1,9cm","Com seis folhas decoradas com motivos florais, cenas campestres e dragões. As folhas têm medidas irregulares.","Interiores - Peças de Mobiliário","Arte Oriental","Quarto Principal","Izadora Bertussi","Daniele Paro"
"M-0428","suporte para lenha (CHenet)","","Séc. XIX","França","Bronze","31 x 46 x 53 cm","Par M-0429. Estilo Luis XV. Com figura de fauno tocando flauta e castanholas.","Interiores - Condicionadores de Temperatura","","Quarto Principal - Ante-Sala","Izadora Bertussi","André Schneck Lima"
"M-0429","suporte para lenha (CHenet)","","Séc. XIX","França","Bronze","31,5 x 45,5 x 54 cm","Par M-0428. Estilo Luis XV. Com figura de fauno com pandeiro.","Interiores - Condicionadores de Temperatura","","Quarto Principal - Ante-Sala","Izadora Bertussi","André Schneck Lima"
"M-0430","porta-espadas","","Séc. XVIII","Itália","madeira entalhada e dourada; tecido de veludo; ferragens","84 x 139 x 20cm","Para três espadas. Revestido com veludo cor verde.","Interiores - Peças de Mobiliário","Mobiliário Europeu","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0431","colar","","Séc. XVIII","Índia","casca de árvore ou fruto, entalhada em alto-relevo; metal","74 h ap.","Com representações de divindades. Composta de 19 peças de formato e tamanho diferentes, com 42 peças de junção unidas por argolas de metal.","Objetos Pessoais - Objeto de Adorno","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0432","Retrato de moça (MinA KLABIN?)","Israel (?)","Séc. XX","Itália. Capri.","Grafite e pastel sobre papel cinza.","Oval, 42,3 x 33,0 irreg.","","Artes Visuais - Desenho","","Mapoteca - G5","Izadora Bertussi","Daniele Paro"
"M-0433","tastevin","","Séc. XIX ?","França","Prata martelada.","2,4 x 6,5 d. Com alça: 2,4 x 8,5 x 6,5","","Trabalho - Equipamento de uso geral","Prataria - Exposição","Reserva Técnica 3","Izadora Bertussi","Wipsley Mesquita"
"M-0434","apito","","Séc. XIX - c. 1820","Inglaterra","Prata; madrepérola","15,5 x 5,0 x 6,0 ap.","Com chocalhos. Estilo Georgiano.","Comunicação - Equipamentos de Comunicação Sonora/Visual","Prataria - Exposição","Reserva Técnica 3","Izadora Bertussi","Paulo de Freitas Costa"
"M-0435","relevo","","Séc. XVIII","Itália","Prata martelada e cinzelada","13 x 11 x 1,5","Placa de parede com representação de mulher segurando cordeiro e ramo de folhagem. ","Interiores - Acessórios de Interiores","Prataria - Exposição","Reserva Técnica 3","Izadora Bertussi","Paulo de Freitas Costa"
"M-0436","caixa","","Séc. XIX","Inglaterra","Prata","3,7 x 4,1 x 3,1","","Embalagens / Recipientes","Prataria - Exposição","Reserva Técnica 3","Izadora Bertussi","Paulo de Freitas Costa"
"M-0437","xícara","","Séc. XX","China","Prata cinzelada","3,6 x 5,5 x 4,0","","Interiores - Utensílios de Cozinha / Mesa","Arte Oriental","Reserva Técnica 3","Izadora Bertussi","Paulo de Freitas Costa"
"M-0438","castiçal","","Séc. XVIII","Itália","Prata","14,5 x 5,8 x 5,4","Par (M-0439). Para uma vela.","Interiores - Objetos de Iluminação","Prataria - Exposição","Reserva Técnica 3","Izadora Bertussi","Wipsley Mesquita"
"M-0439","castiçal","","Séc. XVIII","Itália","Prata","14,5 x 6,0 x 5,5","Par (M-0438). Para uma vela","Interiores - Objetos de Iluminação","Prataria - Exposição","Reserva Técnica 3","Izadora Bertussi","Wipsley Mesquita"
"M-0440","escrivaninha feminina (bureau en pente ou Bureau en dos D'âne)","","Séc. XIX. c.1870","Áustria ","Madeiras  de nogueira e frutífera com marchetaria e desenhos gravados à tinta; bronze dourado.","Aberta: 60,6 x 61,3 x 98,2 ap. Fechada: 60,6 x 39,8 x 98,2","Estilo Luis XV e de época Napoleão III. Folheado por dentro e por fora. Com nove gavetas, uma porta inclinada (aberta serve para escrever), um nicho. Decorada com ornamentos florais, envelope com pena de escrever e brasão decorativo. Bronzes aplicados nas duas pernas frontais. ","Interiores - Peças de Mobiliário","Mobiliário Europeu","Quarto Principal - Ante-Sala","Izadora Bertussi","Mila Barbosa"
"M-0441","retrato de dama","","Séc. XVIII","Itália","aquarela sobre pergaminho. ","11,8 x 9,1 (área visível)","","Artes Visuais-  Pintura - Miniaturas","","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0442","fauno","Victor Brecheret (Farnese, 1894 - São Paulo, 1955)","Séc. XX","Brasil","Terracota.","25 x 15,2 x 11cm","","Artes Visuais - Escultura","Arte Brasileira - Século XX","Quarto Principal - Ante-Sala","Izadora Bertussi","Paulo de Freitas Costa"
"M-0443","pia de água benta","","Séc. XVIII","Peru","Prata moldada em alto-relevo","31 x 26,2 x 6,5 ap.","","Objetos Cerimoniais - Objetos de Culto","Prataria - Exposição","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0444","zeus (cabeça)","","Séc V a.C","Grécia","Mármore esculpido","20,4 x 13 x 11cm  ap.","","Artes Visuais - Escultura","Antiguidade Clássica","Quarto Principal - Ante-Sala","Izadora Bertussi","Wipsley Mesquita"
"M-0445","Guan-Di (general chinês)","","Séc. XIX / XX","China","terracota com pigmento em cor amarela, vidrada.","36 x 26 x 26,2 cm","Divindade taoísta, patrono dos soldados e policais.","Artes Visuais - Escultura","Arte Oriental","Quarto Principal - Ante-Sala","Izadora Bertussi","Paulo de Freitas Costa"
"M-0446","boi","","Séc. XX","Bali","Madeira entalhada policromada.","28,3 x34,2 x 13,5 cm","","Artes Visuais - Escultura","Arte Oriental","Quarto Principal - Vestíbulo","Izadora Bertussi","André Schneck Lima"
"M-0447","recipiente","Civilização Chavin"," Séc. IX - II a.C.","Peru Pré-Colombiano. Serra Norte.","Cerâmica pintada com alto-relevo; madeira policromada.","22,1 x 17,4 x 9,5 cm.","Recipiente bi-compartimentado e pintado, com figuras de felinos em alto relevo nas laterais e figura de morcego sobre o compartimento anterior.","Embalagens / Recipientes","Arte Pré-Colombiana","Quarto Principal","Izadora Bertussi","André Schneck Lima"
"M-0448","","","","Peru Pré-Colombiano (?)","Cerâmica pintada em cor preta, com alto-relevo.","medição não realizada","","Interiores - Utensílios de Cozinha / Mesa","Arte Pré-Colombiana","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0449","recipiente","Civilização Mochica (?)","Séc. I - VI d.C.","Peru Pré-Colombiano - Costa Norte","cerâmica pintada","25,2 x 13 x 17,5cm","Cântaro zoomórfico com asa de estribo, representando um felino.","Embalagens / Recipientes","Arte Pré-Colombiana","Quarto Principal","Izadora Bertussi","André Schneck Lima"
"M-0450","Estatueta masculina","Grupo Cultural Batabwa","Séc. XIX (?)","República Democrática do Congo","Madeira entalhada ","31,3 x 6,8 x 10,1 cm","com características de estilos tabwa, boyo e de outros povos avizinhados na região do lago Tanganyka","Artes Visuais - Escultura Religiosa","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0451","estatueta","Grupo Cultural Bakuba","Séc. XIX (?)","República Democrática do Congo","Madeira entalhada.","34,5 x 9,8 x 9,7cm","estilo lele, com traços de arte kuba","Artes Visuais - Escultura Religiosa","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Paulo de Freitas Costa"
"M-0452","Escultura Baulê","Grupo Cultural Baulê","Séc. XIX (?)","Costa do Marfim","Madeira entalhada.","35 x 7,4 x 7,0cm","","Artes Visuais - Escultura Religiosa","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0453","BASTÃO (ogó), escultura emblemática de Exu","Grupo Cultural Iorubá","Séc. XX (?)","Nigéria","Madeira entalhada.","36,7 x 7,9 x 10,3cm","","Objetos Cerimoniais - Objetos de Culto","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0454","Escultura Ashanti","Grupo Cultural Ashanti","Séc. XX (?)","Gana","Madeira entalhada e pintada","32,9 x 15,0 x 4,3cm","Simbolo de fertilidade e beleza utilizado como boneca pelas crianças","Artes Visuais - Escultura","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0455","BASTÃO (oxê) com emblema de Xangô","Grupo Cultural Iorubá","Séc. XX","Nigéria","Madeira entalhada.","39,6 x 8,3 x 6,0cm","","Objetos Cerimoniais - Objetos de Culto","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0456","BASTÃO (oxê) com emblema de Xangô","Grupo Cultural Iorubá","Séc. XX (?)","Nigéria","madeira entalhada e pintada.","51 x 22,3 x 9,5 cm ap.","","Objetos Cerimoniais - Objetos de Culto","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0457","Escultura Mossi","Grupo Cultural Mossi","Séc. XX","Burkina Faso","Madeira entalhada e revestida em couro","33,4 x 5,8 x 11cm","Rad Kamba: Rad - boneca; Kamba - criança. Figura de fertilidade, também conhecidas como Bonecas Mossi","Artes Visuais - Escultura Religiosa","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0458","Topo de máscara (?) com escultura emblemática de Exu","Grupo Cultural Iorubá","Séc. XX","Nigéria","madeira entalhada pintada; tecido de algodão; tecido de lã.","28 x 21 d. ap. ","","Objetos Cerimoniais - Objetos de Culto","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0459","Topo de máscara","","Séc. XX","Gabão / Congo Brazzaville","madeira entalhada e policromada","25,2 x 15,7 x 15,2 cm"," semelhante às do tipo okuyi","Artes Visuais - Escultura","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0460","figura de relicário","Grupo Cultural Obamba","Séc. XX","Gabão","madeira entalhada; metais em lâminas.","47,5 x 25,5 x 6,4cm ap.","","Objetos Cerimoniais - Objetos de Culto","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0461","Estatueta","Grupo Cultural Songye","Séc. XX","República Democrática do Congo","madeira entalhada e pintada; chifre.","35,5 x 6,8 x 11,9cm ap.","de estilo próximo aos nkhisi songye dos beneki, belande e nilembabwe do sudoeste","Artes Visuais - Escultura Religiosa","Arte Africana","Quarto Principal - Vestíbulo","Izadora Bertussi","Wipsley Mesquita"
"M-0462","bastão cerimonial","Civilização Chimu - Costa Norte (?)","Séc. X - XV","Peru Pré-Colombiano","Madeira entalhada","30,7 x 5,0 x 3,0","Bastão de madeira esculpido com figura masculina (divindade?) na parte superior.","Objetos Cerimoniais - Objetos de Culto","Arte Pré-Colombiana","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0463","porta-retrato","","Séc. XIX","Inglaterra","Prata?; madeira","27,3 x 20,7cm","Fundo em madeira. Com vidro de proteção transparente.","Interiores - Acessórios de Interiores","","Quarto Principal","Izadora Bertussi","Daniele Paro"
"M-0464","porta-retrato","","Séc. XIX","França","metal; cristal","32,4 x 24,3 cm","","Interiores - Acessórios de Interiores","","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Daniele Paro"
"M-0465","porta-retrato","","Séc. XX. c.1930","Inglaterra","metal, madeira; shagreen (pele de tubarão)","33 x 27 cm","Com vidro de proteção transparente.","Interiores - Acessórios de Interiores","","Quarto Principal - Ante-Sala","Izadora Bertussi","André Schneck Lima"
"M-0466","torso feminino","Victor Brecheret (Farnese, 1894 - São Paulo, 1955)","Séc. XX","Brasil. São Paulo","Mármore branco esculpido.","76,7 x 20 x 15,5 cm","","Artes Visuais - Escultura","Arte Brasileira - Século XX","Quarto Principal - Ante-Sala","Izadora Bertussi","Paulo de Freitas Costa"
"M-0467","mesa","","Séc. XIX","Brasil","madeira entalhada, natural.","81 x 108,5 x 72 aprox.","","Interiores - Peças de Mobiliário","Mobiliário Brasileiro","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0468","castiçal","","Séc. XIX","Itália","bronze dourado","50,1 x 15,8 x 14,0 cm","","Interiores - Objetos de Iluminação","","Vestíbulo","Izadora Bertussi","André Schneck Lima"
"M-0469","castiçal","","Séc. XIX","Itália","Bronze dourado.","47,8 x 16 x 14,8 cm ap.","","Interiores - Objetos de Iluminação","","Vestíbulo","Izadora Bertussi","André Schneck Lima"
"M-0470","vitrine de canto","","Séc. XVIII","França","Madeira entalhada e dourada; tecido de veludo; vidro transparente; metal.","31,3 x 14,0 x 136,7 cm","Par (M-0471). ","Interiores - Peças de Mobiliário","Mobiliário Europeu","Quarto Principal","Izadora Bertussi","André Schneck Lima"
"M-0471","vitrine de canto","","Séc. XVIII","França","Madeira entalhada dourada; tecido de veludo; vidro transparente; metal.","31,0 x 13,5 x 136,0 cm ap.","Par (M-0470)","Interiores - Peças de Mobiliário","Mobiliário Europeu","Quarto Principal","Izadora Bertussi","André Schneck Lima"
"M-0472","bule","Manufatura de Sèvres; Charles-Nicolas Dodin, 1754-1802 (pinturas); de Jean-Pierre Boulanger (ativo entre 1754 - 1784), douração.","Séc. XVIII. 1775.","França. Sèvres.","Porcelana policromada","16,2 x 11,5 x 9,3","Jogo de chá (M-0472 a M-0477). Decorado com cena campestre e  de jogos infantis.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0473","cremeira","Manufatura de Sèvres; Charles-Nicolas Dodin, 1754-1802 (pinturas); de Jean-Pierre Boulanger (ativo entre 1754 - 1784), douração.","Séc. XVIII. 1775.","França. Sèvres.","porcelana policromada.","11,7 x 10,9 x 9,2","Jogo de chá (M-0472 a M-0477). Decorada com cenas campestres e de jogos infantis.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0474","xícara","Manufatura de Sèvres; Charles-Nicolas Dodin, 1754-1802 (pinturas); de Jean-Pierre Boulanger (ativo entre 1754 - 1784), douração.","Séc. XVIII. 1775.","França. Sèvres.","porcelana policromada.","6,1 x 9,1 x 6,7","Jogo de chá (M-0472 a M-0477). Decorada com cenas campestres.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0475","xícara","Manufatura de Sèvres; Charles-Nicolas Dodin, 1754-1802 (pinturas); de Jean-Pierre Boulanger (ativo entre 1754 - 1784), douração.","Séc. XVIII. 1775.","França. Sèvres.","porcelana policromada","6,4 x 9,3 x 7,0 d","Jogo de chá (M-0472 a M-0477). Decorada com cena de pescaria.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0476","açucareiro","Manufatura de Sèvres; Charles-Nicolas Dodin, 1754-1802 (pinturas); de Jean-Pierre Boulanger (ativo entre 1754 - 1784), douração.","Séc. XVIII. 1775.","França. Sèvres.","porcelana policromada","","Jogo de chá (M-0472 a M-0477). Decorado com cenas de jogos infantis.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0477","Bandeja","Manufatura de Sèvres; Charles-Nicolas Dodin, 1754-1802 (pinturas); de Jean-Pierre Boulanger (ativo entre 1754 - 1784), douração.","Séc. XVIII. 1775.","França. Sèvres.","porcelana policromada","5,0 x 34,9 x 25,3","Jogo de chá (M-0472 a M-0477).","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0478","medalhão","","Séc. XX. Após 1938.","Portugal. Porto.","Prata martelada e cinzelada.","","","Interiores - Acessórios de Interiores","Prataria - Exposição","Reserva Técnica 3","Paulo de Freitas Costa","Wipsley Mesquita"
"M-0479","medalhão","","Séc. XX ?","Portugal ?","Prata martelada e cinzelada.","6,7 x 46,0 diam. irreg.","","Interiores - Acessórios de Interiores","Prataria - Exposição","Reserva Técnica 3","Paulo de Freitas Costa","Wipsley Mesquita"
"M-0480","corola","","Séc. XIX ?","Brasil ?","Prata martelada e cinzelada.","4,9 x 6,5 diâm. irreg.","","Objetos Cerimoniais - Objetos de Culto","Prataria - Exposição","Reserva Técnica 3","Izadora Bertussi","Paulo de Freitas Costa"
"M-0481","prato","Manufatura Real de Berlim","Séc. XIX. Após 1870.","Alemanha. Berlim","Porcelana branca.","2,7 x 22 d. ","Par (M-0482). Borda decorada com motivos florais em alto relevo e vazados.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0482","prato","Manufatura Real de Porcelana de Berlim","Séc. XIX. Após 1870.","Alemanha. Berlim.","porcelana branca.","2,5 x 23 d.","Par (M-0481). Borda decorada com motivos florais em alto relevo e vazados.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0483","terrina","","Séc. XIX","Itália. Nápoles","Porcelana branca com alto-relevo","13,7 x 17,5 x 16,9 (com tampa)","Decorada com motivos florais.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0484","xícara e pires (trembleuse)","Claudius Innocentius Du Paquier (?)","Séc. XVIII. 1744-1785","Áustria. Viena. ","Porcelana branca com pintura rosa e dourada","7,6 x 8,9 x 7,2 d. (na borda)","Decorada com figuras de casal em paisagem rural.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0485","recipiente","","","","","","","Interiores - Utensílios de Cozinha / Mesa","Arte Pré-Colombiana","","Paulo de Freitas Costa","Paulo de Freitas Costa"
"M-0486","aplique de florão","Mestre Valentim da Fonseca e Silva (c.1750,Serro/MG-1813,Rio de Janeiro/RJ)","Séc. XIX","Brasil. Rio de Janeiro.","madeira entalhada pintada e dourada","110 cm d ap.","","Construção - Fragmentos de Construção","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0487","xícara","Manufatura Real de Porcelanas de Meissen.","Séc. XIX","Alemanha. Meissen.","Porcelana branca com policromia.","5,7 x 10,2 x 8,5","Jogo de chá (M-0487 a M-0495). Decorada em estilo Kakiemon.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0488","xícara","Manufatura Real de Porcelanas de Meissen.","Séc. XIX","Alemanha. Meissen.","Porcelana branca com policromia.","6,4 x 10,5 x 8,5","Jogo de chá (M-0487 a M-0495). Decorada com motivos chineses.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0489","bule","Manufatura Real de Porcelanas de Meissen.","Séc. XIX","Alemanha. Meissen.","Porcelana branca com policromia.","11,3 x 18,5 x 11,2","Jogo de chá (M-0487 a M-0495). Decorada em estilo Kakiemon.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0490","cremeira","Manufatura Real de Porcelanas de Meissen.","Séc. XIX","Alemanha. Meissen.","Porcelana branca com policromia.","9,1 x 9,5 x 7,0","Jogo de chá (M-0487 a M-0495). Decorada em estilo Kakiemon.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0491","açucareiro","Manufatura Real de Porcelanas de Meissen.","Séc. XIX","Alemanha. Meissen.","Porcelana branca com policromia.","10,7 x 12,5 x 10,4","Jogo de chá (M-0487 a M-0495). Decorada em estilo Kakiemon.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0492","recipiente para manteiga","Manufatura Real de Porcelanas de Meissen.","Séc. XIX","Alemanha. Meissen.","Porcelana branca com policromia.","3,5 x 11,1 x 10,9","Jogo de chá (M-0487 a M-0495). Decorada em estilo Kakiemon.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0493","colher","Manufatura Real de Porcelanas de Meissen.","Séc. XIX","Alemanha. Meissen.","Porcelana branca com policromia.","10,1 x 2,1 x 1,0 espessura.","Jogo de chá (M-0487 a M-0495). Decorada em estilo Kakiemon.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0494","castiçal","Manufatura Real de Porcelanas de Meissen.","Séc. XIX","Alemanha. Meissen.","Porcelana branca com policromia.","7,0 x 11,8","Jogo de chá (M-0487 a M-0495). Decorada em estilo Kakiemon.","Interiores - Objetos de Iluminação","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0495","bandeja","Manufatura Real de Porcelanas de Meissen.","Séc. XIX","Alemanha. Meissen.","Porcelana branca com policromia.","3,5 x 39,4 x 40","Jogo de chá (M-0487 a M-0495). Decorada em estilo Kakiemon.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0496","prato","","Séc. XIX","Alemanha. Saxe?","Porcelana branca, policromada, com alto-relevo","4,0 x 21,8 irregular","Jogo para café com seis peças (M-0496 até M-0501)","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0497","prato","","Séc. XIX","Alemanha. Saxe?","porcelana branca com policromia e alto-relevo.","","Jogo para café com seis peças (M-0496 até M-0501)","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0498","açucareiro","","Séc. XIX","Alemanha. Saxe?","porcelana branca com policromia e alto-relevo.","11 x 11,4 d.","Jogo para café com seis peças (M-0496 até M-0501)","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0499","xícara","","Séc. XIX","Alemanha. Saxe?","porcelana branca com policromia e alto-relevo","6,3 x 8,3 x 6,5","Jogo para café com seis peças (M-0496 até M-0501)","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0500","cremeira","","Séc. XIX","Alemanha. Saxe?","porcelana branca com policromia e alto-relevo.","11,9 x 9,5 x 8,2","Jogo para café com seis peças (M-0496 até M-0501)","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0501","Xícara","","Séc. XIX","Alemanha. Saxe?","porcelana branca com policromia e alto-relevo.","6,3 x 8,3 x 6,5","Jogo para café com seis peças (M-0496 até M-0501)","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Daniele Paro"
"M-0502","sino - Vajraghanta","","sec. XX (c. 1900 - 1920)","Tibet","Bronze","16,5 x 6,7 diâm."," Com cabo em forma de vajra de quatro pontas.","Objetos Cerimoniais - Objetos de Culto","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Paulo de Freitas Costa","Wipsley Mesquita"
"M-0503","porta-garrafa","C & Co.","Séc. XX ?","Inglaterra ?","Prata, madeira e feltro.","26,7 x 15,5 x 12,4","Decorado com figuras e animais e cachos de uva.","Interiores - Utensílios de Cozinha / Mesa","Prataria - Uso","Reserva Técnica 3","Paulo de Freitas Costa","Wipsley Mesquita"
"M-0504","pá para migalhas","","Séc. XX (?)","França (?)","Prata fundida, plástico (?)","5,0 x 33,4 x 7,0","","Interiores - Utensílios de Cozinha / Mesa","Prataria - Uso","Reserva Técnica 3","Paulo de Freitas Costa","Wipsley Mesquita"
"M-0505","prato","","Séc. XIX","China","Porcelana com policromia","22,6 d. x 2,7","Par (M-0506). Tipo IMARI, com motivos florais e borboleta","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0506","prato","","Séc. XIX","Japão","porcelana policromada. ","22,7 x 2,9","Par (M-0505). Tipo Imari. Motivos florais e borboleta. ","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0507","prato raso","Spode Ceramic Works","Séc. XIX (?)","Inglaterra, Stoke-on-Trent (?)","porcelana branca com policromia","2,5 x 23,9 d","Conjunto (M-0507 a M-0511). Borda vazada. Decorado com representação de insetos.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0508","prato raso","Spode Ceramic Works","Séc. XIX (?)","Inglaterra, Stoke-on-Trent (?)","porcelana branca com policromia","","Conjunto (M-0507 a M-0511). Borda vazada. Decorado com representação de insetos.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0509","travessa","Spode Ceramic Works","Séc. XIX (?)","Inglaterra, Stoke-on-Trent (?)","porcelana branca com policromia","2,4 x 20,6 x 14,2","Conjunto (M-0507 a M-0511). Decorada com representação de insetos.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0510","travessa","Spode Ceramic Works","Séc. XIX (?)","Inglaterra, Stoke-on-Trent (?)","porcelana branca com policromia e tinta dourada","2,9 x 20,2 x 14,1","Conjunto (M-0507 a M-0511). Decorada com representação de insetos.","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0511","xícara","Spode Ceramic Works","Séc. XIX (?)","Inglaterra, Stoke-on-Trent (?)","porcelana branca com policromia.","9,1 x 8,0 x 6,4 ( na borda)","Conjunto (M-0507 a M-0511).","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0512","recolhedor de cinzas","Apollo (?)","Séc. XX","Inglaterra (?)","Prata fundida, madeira.","3,9 x 10,2 x 17,4","","Interiores - Utensílios de Cozinha / Mesa","Prataria - Uso","Reserva Técnica 3","Paulo de Freitas Costa","Wipsley Mesquita"
"M-0513","tigela","","Séc. XX","Japão","Porcelana branca pintada em azul.","3,5 x 11,0 d.","Conjunto (M-0513 a M-0515)","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0514","tigela","","Séc. XX","Japão","porcelana branca pintada em azul.","4,8 x 12,5 d. ","Conjunto (M-0513 a M-0515)","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
"M-0515","tigela","","Séc. XX","Japão","porcelana branca pintada em azul.","5,8 x 13,8","Conjunto (M-0513 a M-0515)","Interiores - Utensílios de Cozinha / Mesa","","Reserva Técnica 2 (Porão)","Izadora Bertussi","Wipsley Mesquita"
